,NC_008014.1,NZ_AAXW01000149.1,NZ_ABGO01000026.1,NZ_ABGO01000603.1,NZ_ABGO01000704.1,NZ_ABGO01000856.1,NZ_ACEO02000031.1,NZ_ADGY01000056.1,NZ_AJGR01000127.1,NZ_AJGR01000130.1,NZ_AJRE01000517.1,NZ_AMRJ01000086.1,NZ_AMRJ01000089.1,NZ_AOHQ01000007.1,NZ_AOHQ01000014.1,NZ_AP012324.1,NZ_AP012330.1,NZ_ASWD01000003.1,NZ_ATAO01000157.1,NZ_AWXP01000048.1,NZ_BACU01000424.1,NZ_BACV01001116.1,NZ_BADL01000473.1,NZ_BBPQ01000069.1,NZ_BCQJ01000015.1,NZ_BDQM01000413.1,NZ_BEWZ01000002.1,NZ_BEWZ01000054.1,NZ_CADY01000105.1,NZ_CAEU01000108.1,NZ_CAVJ010000065.1,NZ_CZJT01000016.1,NZ_CZJT01000026.1,NZ_CZJT01000039.1,NZ_CZJT01000051.1,NZ_CZJT01000067.1,NZ_CZJT01000075.1,NZ_CZJT01000115.1,NZ_CZJT01000165.1,NZ_CZJV02000012.1,NZ_CZJV02000067.1,NZ_CZJV02000147.1,NZ_CZJV02000157.1,NZ_CZJV02000189.1,NZ_CZJV02000231.1,NZ_FBWL01000032.1,NZ_FBWL01000034.1,NZ_FBWL01000048.1,NZ_FBWL01000069.1,NZ_FBWL01000074.1,NZ_FBWL01000094.1,NZ_FBWL01000142.1,NZ_FBWL01000145.1,NZ_FBWN01000065.1,NZ_FBWN01000073.1,NZ_FBWN01000092.1,NZ_FBWN01000129.1,NZ_FBWN01000130.1,NZ_FBWN01000169.1,NZ_FBWN01000179.1,NZ_FBWN01000233.1,NZ_FBWN01000298.1,NZ_FBWO01000052.1,NZ_FBWO01000143.1,NZ_FBWO01000163.1,NZ_FOKR01000019.1,NZ_FUKO01000002.1,NZ_FZMO01000510.1,NZ_FZMO01000516.1,NZ_FZQR01000169.1,NZ_GG700801.1,NZ_GL622241.1,NZ_GL636062.1,NZ_JHDU01000130.1,NZ_JMQR01000270.1,NZ_JMQR01000282.1,NZ_JMQR01000314.1,NZ_JNVM01000096.1,NZ_JNWO01000070.1,NZ_JNWT01000012.1,NZ_JNWZ01000112.1,NZ_JNWZ01000120.1,NZ_JNXF01000044.1,NZ_JOAW01000755.1,NZ_JODY01000003.1,NZ_JOFC01000052.1,NZ_JOFK01000023.1,NZ_JOFP01000001.1,NZ_JOFY01001209.1,NZ_JOGW01000004.1,NZ_JOHO01000082.1,NZ_JOHP01000068.1,NZ_JOHU01000024.1,NZ_JOHX01000055.1,NZ_JOHZ01000143.1,NZ_JOIO01000175.1,NZ_JOIO01000525.1,NZ_JOIX01000053.1,NZ_JOIZ01000131.1,NZ_JOJA01000101.1,NZ_JOJH01000258.1,NZ_JPIU01000011.1,NZ_JPQD01000122.1,NZ_JPQD01000149.1,NZ_JPQD01000184.1,NZ_JPQD01000355.1,NZ_JPQD01000364.1,NZ_JPQD01000381.1,NZ_JQCU01000159.1,NZ_JQCU01000670.1,NZ_JVOE01000001.1,NZ_JVOE01000002.1,NZ_JVOE01000008.1,NZ_JVOE01000009.1,NZ_JVOE01000034.1,NZ_JVOE01000039.1,NZ_JVOE01000045.1,NZ_JVOE01000047.1,NZ_JVOE01000052.1,NZ_JVOE01000055.1,NZ_JVOE01000064.1,NZ_JVOE01000069.1,NZ_JVOE01000071.1,NZ_JVOE01000076.1,NZ_JVOE01000078.1,NZ_JVOE01000079.1,NZ_JVOE01000082.1,NZ_JVOE01000092.1,NZ_JVOE01000095.1,NZ_JVOE01000104.1,NZ_JVOE01000108.1,NZ_JVOE01000119.1,NZ_JVOE01000120.1,NZ_JVOE01000134.1,NZ_JVOE01000136.1,NZ_JVOE01000137.1,NZ_JVOE01000149.1,NZ_JVOE01000153.1,NZ_JVOE01000155.1,NZ_JWBQ01000002.1,NZ_JWBQ01000004.1,NZ_JWBQ01000007.1,NZ_JWBQ01000023.1,NZ_JWBQ01000028.1,NZ_JWBQ01000029.1,NZ_JWBQ01000032.1,NZ_JWBQ01000039.1,NZ_JWBQ01000041.1,NZ_JWBQ01000050.1,NZ_JWBQ01000051.1,NZ_JWBQ01000052.1,NZ_JWBQ01000054.1,NZ_JWBQ01000066.1,NZ_JWBQ01000067.1,NZ_JWBQ01000069.1,NZ_JWBQ01000072.1,NZ_KV786053.1,NZ_KV804073.1,NZ_KV805527.1,NZ_KV805530.1,NZ_KV805531.1,NZ_KV805535.1,NZ_KV805544.1,NZ_KV805547.1,NZ_KV805551.1,NZ_KV805552.1,NZ_KV805556.1,NZ_KV805560.1,NZ_KV805568.1,NZ_KV805570.1,NZ_KV805572.1,NZ_KV805578.1,NZ_KV805579.1,NZ_KV805588.1,NZ_KV805590.1,NZ_KV805591.1,NZ_KV805592.1,NZ_KV805593.1,NZ_KV805594.1,NZ_KV805602.1,NZ_KV805604.1,NZ_KV810629.1,NZ_KV810672.1,NZ_KV810683.1,NZ_KV811623.1,NZ_KV811963.1,NZ_KV811965.1,NZ_KV811969.1,NZ_KV811976.1,NZ_KV811978.1,NZ_KV811980.1,NZ_KV811985.1,NZ_KV811986.1,NZ_KV811987.1,NZ_KV811988.1,NZ_KV811991.1,NZ_KV811994.1,NZ_KV814083.1,NZ_KV814975.1,NZ_LAJE02000093.1,NZ_LGEL01000183.1,NZ_LGEL01000191.1,NZ_LGEL01000214.1,NZ_LGEL01000222.1,NZ_LGEL01000336.1,NZ_LGEL01000402.1,NZ_LGEL01000455.1,NZ_LGOW01000026.1,NZ_LGOW01000061.1,NZ_LIVN01000173.1,NZ_LIVN01000337.1,NZ_LJIY01000039.1,NZ_LJRX01000128.1,NZ_LJRX01000298.1,NZ_LJRX01000445.1,NZ_LJRX01000508.1,NZ_LJRX01000654.1,NZ_LJRX01000917.1,NZ_LJRZ01000403.1,NZ_LJRZ01000686.1,NZ_LJSA01000119.1,NZ_LJSA01000210.1,NZ_LLXU01000042.1,NZ_LMCC01000028.1,NZ_LMFT01000034.1,NZ_LMFT01000035.1,NZ_LMHD01000003.1,NZ_LMHD01000020.1,NZ_LMHD01000027.1,NZ_LMSB01000065.1,NZ_LMSB01000067.1,NZ_LMSB01000070.1,NZ_LMSB01000071.1,NZ_LN876616.1,NZ_LN929755.1,NZ_LQZT01000036.1,NZ_LSHP01000140.1,NZ_LT906444.1,NZ_LTAB01000080.1,NZ_LTAB01000093.1,NZ_LTAB01000098.1,NZ_LXES01000068.1,NZ_LXKL01000026.1,NZ_LXSU01000122.1,NZ_LZIC01000025.1,NZ_LZSC01000001.1,NZ_LZSC01000031.1,NZ_LZSC01000039.1,NZ_LZSC01000061.1,NZ_LZSC01000066.1,NZ_LZSE01000001.1,NZ_LZSE01000015.1,NZ_LZSE01000027.1,NZ_LZSE01000051.1,NZ_LZSE01000061.1,NZ_LZSH01000161.1,NZ_LZSH01000356.1,NZ_LZSV01000013.1,NZ_LZSV01000021.1,NZ_LZSV01000042.1,NZ_LZSZ01000039.1,NZ_LZSZ01000067.1,NZ_LZSZ01000072.1,NZ_LZTB01000073.1,NZ_LZTE01000036.1,NZ_MBQA01000135.1,NZ_MDGU01000030.1,NZ_MJIQ01000023.1,NZ_MJIQ01000049.1,NZ_MJIQ01000105.1,NZ_MJIQ01000107.1,NZ_MJIR01000046.1,NZ_MJIR01000081.1,NZ_MKPY01000053.1,NZ_MKPY01000074.1,NZ_MKQB01000033.1,NZ_MKQB01000035.1,NZ_MKQB01000038.1,NZ_MKQB01000042.1,NZ_MPOR01000079.1,NZ_MPRK01000378.1,NZ_MQVI01000025.1,NZ_MRTK01000132.1,NZ_MRTK01000142.1,NZ_MRTW01000121.1,NZ_MRYA01000084.1,NZ_MSLT01000005.1,NZ_MSRF01000238.1,NZ_MTQB01000071.1,NZ_MTSD02000047.1,NZ_MTSD02000062.1,NZ_MTSD02000124.1,NZ_MUHV01000028.1,NZ_MUHV01000033.1,NZ_MUHV01000035.1,NZ_MVKV01000055.1,NZ_MWZB01000042.1,NZ_MZNT01000055.1,NZ_MZNT01000074.1,NZ_NAEX01000054.1,NZ_NAJR01000058.1,NZ_NBNV01000048.1,NZ_NDFI01000038.1,NZ_NDFI01000054.1,NZ_NDFI01000065.1,NZ_NDFI01000069.1,NZ_NGLE01000002.1,NZ_NGLG01000002.1,NZ_NGLZ01000001.1,NZ_NGMF01000001.1,NZ_NGMO01000001.1,NZ_NGMT01000002.1,NZ_NGVM01000222.1,NZ_NHOM01000040.1,NZ_NHRF01000050.1,NZ_NHRF01000060.1,NZ_NHRF01000112.1,NZ_NHRF01000129.1,NZ_NOWF01000035.1,NZ_NOWF01000099.1,NZ_NOWF01000150.1,NZ_NOWF01000177.1,NZ_NPDO01000024.1,NZ_NPDO01000061.1,NZ_NPJD01000084.1,NZ_NPMS01000028.1,NZ_NPMS01000031.1,NZ_NPMS01000032.1,NZ_NPMS01000034.1,NZ_NPMW01000045.1,NZ_NPMW01000058.1,NZ_NPMW01000089.1,NZ_NPMW01000102.1,NZ_NPMW01000115.1,NZ_NPMW01000160.1,NZ_NPOA01000039.1,NZ_NPOA01000042.1,NZ_NPOA01000055.1,NZ_NQOS01000622.1,NZ_NVQF01000031.1,NZ_PEKU01000294.1,NZ_PEKU01000295.1,NZ_PEKU01000340.1,NZ_PEKU01000366.1,NZ_PEKU01000367.1,NZ_PEKU01000372.1,NZ_PEKU01000373.1,NZ_PEKU01000379.1,NZ_PEKU01000386.1,NZ_PEKU01000387.1,NZ_PEKU01000388.1,NZ_PEKU01000405.1,NZ_PEKU01000435.1,NZ_PEKU01000460.1,NZ_PEKU01000473.1,NZ_PGVG01000137.1,NZ_PIZR01000037.1,NZ_PIZR01000040.1,NZ_PIZR01000041.1,NZ_PIZR01000043.1,NZ_PIZR01000046.1,NZ_PJAI01000037.1,NZ_PJAI01000071.1,NZ_PJAI01000098.1,NZ_PJAI01000124.1
NZ_JPQD01000184.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
NZ_JPQD01000355.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JPQD01000364.1,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JPQD01000381.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JQCU01000159.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JQCU01000670.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000001.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000008.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000009.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000034.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000039.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000045.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000047.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000052.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000055.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000064.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000069.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000071.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000076.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000078.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000079.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_JVOE01000082.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
